primary_key,codes,Perm_crop,year,area_ha
40621,11D040901,Frutos sub-tropicais,1989,
40622,11D040901,Frutos sub-tropicais,1999,
40623,11D040901,Frutos sub-tropicais,2009,
40624,11D040901,Frutos sub-tropicais,2019,
40625,11D040901,Frutos de casca rija,1989,636
40626,11D040901,Frutos de casca rija,1999,619
40627,11D040901,Frutos de casca rija,2009,328
40628,11D040901,Frutos de casca rija,2019,358
40629,11D040901,Olival,1989,215
40630,11D040901,Olival,1999,286
40631,11D040901,Olival,2009,280
40632,11D040901,Olival,2019,243
40633,11D040901,Vinha,1989,47
40634,11D040901,Vinha,1999,99
40635,11D040901,Vinha,2009,88
40636,11D040901,Vinha,2019,82
40637,11D040901,Outras culturas permanentes,1989,
40638,11D040901,Outras culturas permanentes,1999,
40639,11D040901,Outras culturas permanentes,2009,
40640,11D040901,Outras culturas permanentes,2019,
40641,11D040903,Total,1989,451
40642,11D040903,Total,1999,481
40643,11D040903,Total,2009,452
40644,11D040903,Total,2019,456
40645,11D040903,Frutos frescos (excepto citrinos),1989,1
40646,11D040903,Frutos frescos (excepto citrinos),1999,5
40647,11D040903,Frutos frescos (excepto citrinos),2009,0
40648,11D040903,Frutos frescos (excepto citrinos),2019,12
40649,11D040903,Citrinos,1989,9
40650,11D040903,Citrinos,1999,3
40651,11D040903,Citrinos,2009,4
40652,11D040903,Citrinos,2019,7
40653,11D040903,Frutos sub-tropicais,1989,
40654,11D040903,Frutos sub-tropicais,1999,
40655,11D040903,Frutos sub-tropicais,2009,
40656,11D040903,Frutos sub-tropicais,2019,
40657,11D040903,Frutos de casca rija,1989,69
40658,11D040903,Frutos de casca rija,1999,53
40659,11D040903,Frutos de casca rija,2009,41
40660,11D040903,Frutos de casca rija,2019,54
40661,11D040903,Olival,1989,163
40662,11D040903,Olival,1999,263
40663,11D040903,Olival,2009,218
40664,11D040903,Olival,2019,219
40665,11D040903,Vinha,1989,209
40666,11D040903,Vinha,1999,157
40667,11D040903,Vinha,2009,189
40668,11D040903,Vinha,2019,165
40669,11D040903,Outras culturas permanentes,1989,
40670,11D040903,Outras culturas permanentes,1999,
40671,11D040903,Outras culturas permanentes,2009,
40672,11D040903,Outras culturas permanentes,2019,
40673,11D040905,Total,1989,1235
40674,11D040905,Total,1999,1239
40675,11D040905,Total,2009,785
40676,11D040905,Total,2019,850
40677,11D040905,Frutos frescos (excepto citrinos),1989,19
40678,11D040905,Frutos frescos (excepto citrinos),1999,21
40679,11D040905,Frutos frescos (excepto citrinos),2009,13
40680,11D040905,Frutos frescos (excepto citrinos),2019,8
40681,11D040905,Citrinos,1989,2
40682,11D040905,Citrinos,1999,2
40683,11D040905,Citrinos,2009,0
40684,11D040905,Citrinos,2019,1
40685,11D040905,Frutos sub-tropicais,1989,
40686,11D040905,Frutos sub-tropicais,1999,0
40687,11D040905,Frutos sub-tropicais,2009,0
40688,11D040905,Frutos sub-tropicais,2019,
40689,11D040905,Frutos de casca rija,1989,537
40690,11D040905,Frutos de casca rija,1999,457
40691,11D040905,Frutos de casca rija,2009,312
40692,11D040905,Frutos de casca rija,2019,416
40693,11D040905,Olival,1989,608
40694,11D040905,Olival,1999,693
40695,11D040905,Olival,2009,412
40696,11D040905,Olival,2019,398
40697,11D040905,Vinha,1989,71
40698,11D040905,Vinha,1999,66
40699,11D040905,Vinha,2009,49
40700,11D040905,Vinha,2019,27
40701,11D040905,Outras culturas permanentes,1989,0
40702,11D040905,Outras culturas permanentes,1999,0
40703,11D040905,Outras culturas permanentes,2009,
40704,11D040905,Outras culturas permanentes,2019,
40705,11D040906,Total,1989,291
40706,11D040906,Total,1999,297
40707,11D040906,Total,2009,330
40708,11D040906,Total,2019,317
40709,11D040906,Frutos frescos (excepto citrinos),1989,1
40710,11D040906,Frutos frescos (excepto citrinos),1999,0
40711,11D040906,Frutos frescos (excepto citrinos),2009,1
40712,11D040906,Frutos frescos (excepto citrinos),2019,4
40713,11D040906,Citrinos,1989,
40714,11D040906,Citrinos,1999,0
40715,11D040906,Citrinos,2009,0
40716,11D040906,Citrinos,2019,0
40717,11D040906,Frutos sub-tropicais,1989,
40718,11D040906,Frutos sub-tropicais,1999,
40719,11D040906,Frutos sub-tropicais,2009,
40720,11D040906,Frutos sub-tropicais,2019,
40721,11D040906,Frutos de casca rija,1989,52
40722,11D040906,Frutos de casca rija,1999,65
40723,11D040906,Frutos de casca rija,2009,50
40724,11D040906,Frutos de casca rija,2019,120
40725,11D040906,Olival,1989,204
40726,11D040906,Olival,1999,173
40727,11D040906,Olival,2009,241
40728,11D040906,Olival,2019,167
40729,11D040906,Vinha,1989,34
40730,11D040906,Vinha,1999,59
40731,11D040906,Vinha,2009,38
40732,11D040906,Vinha,2019,25
40733,11D040906,Outras culturas permanentes,1989,
40734,11D040906,Outras culturas permanentes,1999,
40735,11D040906,Outras culturas permanentes,2009,
40736,11D040906,Outras culturas permanentes,2019,
40737,11D040909,Total,1989,656
40738,11D040909,Total,1999,926
40739,11D040909,Total,2009,646
40740,11D040909,Total,2019,670
40741,11D040909,Frutos frescos (excepto citrinos),1989,15
40742,11D040909,Frutos frescos (excepto citrinos),1999,27
40743,11D040909,Frutos frescos (excepto citrinos),2009,4
40744,11D040909,Frutos frescos (excepto citrinos),2019,6
40745,11D040909,Citrinos,1989,4
40746,11D040909,Citrinos,1999,14
40747,11D040909,Citrinos,2009,2
40748,11D040909,Citrinos,2019,3
40749,11D040909,Frutos sub-tropicais,1989,
40750,11D040909,Frutos sub-tropicais,1999,
40751,11D040909,Frutos sub-tropicais,2009,
40752,11D040909,Frutos sub-tropicais,2019,
40753,11D040909,Frutos de casca rija,1989,153
40754,11D040909,Frutos de casca rija,1999,172
40755,11D040909,Frutos de casca rija,2009,53
40756,11D040909,Frutos de casca rija,2019,98
40757,11D040909,Olival,1989,374
40758,11D040909,Olival,1999,507
40759,11D040909,Olival,2009,352
40760,11D040909,Olival,2019,387
40761,11D040909,Vinha,1989,109
40762,11D040909,Vinha,1999,206
40763,11D040909,Vinha,2009,234
40764,11D040909,Vinha,2019,175
40765,11D040909,Outras culturas permanentes,1989,
40766,11D040909,Outras culturas permanentes,1999,
40767,11D040909,Outras culturas permanentes,2009,
40768,11D040909,Outras culturas permanentes,2019,
40769,11D040910,Total,1989,406
40770,11D040910,Total,1999,406
40771,11D040910,Total,2009,542
40772,11D040910,Total,2019,394
40773,11D040910,Frutos frescos (excepto citrinos),1989,6
40774,11D040910,Frutos frescos (excepto citrinos),1999,8
40775,11D040910,Frutos frescos (excepto citrinos),2009,7
40776,11D040910,Frutos frescos (excepto citrinos),2019,7
40777,11D040910,Citrinos,1989,1
40778,11D040910,Citrinos,1999,2
40779,11D040910,Citrinos,2009,0
40780,11D040910,Citrinos,2019,0
40781,11D040910,Frutos sub-tropicais,1989,
40782,11D040910,Frutos sub-tropicais,1999,
40783,11D040910,Frutos sub-tropicais,2009,
40784,11D040910,Frutos sub-tropicais,2019,1
40785,11D040910,Frutos de casca rija,1989,143
40786,11D040910,Frutos de casca rija,1999,123
40787,11D040910,Frutos de casca rija,2009,119
40788,11D040910,Frutos de casca rija,2019,180
40789,11D040910,Olival,1989,193
40790,11D040910,Olival,1999,216
40791,11D040910,Olival,2009,291
40792,11D040910,Olival,2019,172
40793,11D040910,Vinha,1989,62
40794,11D040910,Vinha,1999,57
40795,11D040910,Vinha,2009,125
40796,11D040910,Vinha,2019,35
40797,11D040910,Outras culturas permanentes,1989,
40798,11D040910,Outras culturas permanentes,1999,
40799,11D040910,Outras culturas permanentes,2009,
40800,11D040910,Outras culturas permanentes,2019,
40801,11D040911,Total,1989,1280
40802,11D040911,Total,1999,945
40803,11D040911,Total,2009,715
40804,11D040911,Total,2019,748
40805,11D040911,Frutos frescos (excepto citrinos),1989,6
40806,11D040911,Frutos frescos (excepto citrinos),1999,7
40807,11D040911,Frutos frescos (excepto citrinos),2009,7
40808,11D040911,Frutos frescos (excepto citrinos),2019,9
40809,11D040911,Citrinos,1989,5
40810,11D040911,Citrinos,1999,8
40811,11D040911,Citrinos,2009,13
40812,11D040911,Citrinos,2019,7
40813,11D040911,Frutos sub-tropicais,1989,
40814,11D040911,Frutos sub-tropicais,1999,
40815,11D040911,Frutos sub-tropicais,2009,
40816,11D040911,Frutos sub-tropicais,2019,
40817,11D040911,Frutos de casca rija,1989,189
40818,11D040911,Frutos de casca rija,1999,171
40819,11D040911,Frutos de casca rija,2009,121
40820,11D040911,Frutos de casca rija,2019,151
40821,11D040911,Olival,1989,571
40822,11D040911,Olival,1999,497
40823,11D040911,Olival,2009,334
40824,11D040911,Olival,2019,319
40825,11D040911,Vinha,1989,508
40826,11D040911,Vinha,1999,262
40827,11D040911,Vinha,2009,241
40828,11D040911,Vinha,2019,262
40829,11D040911,Outras culturas permanentes,1989,
40830,11D040911,Outras culturas permanentes,1999,
40831,11D040911,Outras culturas permanentes,2009,
40832,11D040911,Outras culturas permanentes,2019,
40833,11D040913,Total,1989,872
40834,11D040913,Total,1999,1041
40835,11D040913,Total,2009,627
40836,11D040913,Total,2019,609
40837,11D040913,Frutos frescos (excepto citrinos),1989,3
40838,11D040913,Frutos frescos (excepto citrinos),1999,10
40839,11D040913,Frutos frescos (excepto citrinos),2009,1
40840,11D040913,Frutos frescos (excepto citrinos),2019,3
40841,11D040913,Citrinos,1989,0
40842,11D040913,Citrinos,1999,1
40843,11D040913,Citrinos,2009,1
40844,11D040913,Citrinos,2019,1
40845,11D040913,Frutos sub-tropicais,1989,
40846,11D040913,Frutos sub-tropicais,1999,
40847,11D040913,Frutos sub-tropicais,2009,
40848,11D040913,Frutos sub-tropicais,2019,
40849,11D040913,Frutos de casca rija,1989,494
40850,11D040913,Frutos de casca rija,1999,431
40851,11D040913,Frutos de casca rija,2009,226
40852,11D040913,Frutos de casca rija,2019,268
40853,11D040913,Olival,1989,333
40854,11D040913,Olival,1999,552
40855,11D040913,Olival,2009,379
40856,11D040913,Olival,2019,321
40857,11D040913,Vinha,1989,43
40858,11D040913,Vinha,1999,47
40859,11D040913,Vinha,2009,20
40860,11D040913,Vinha,2019,17
40861,11D040913,Outras culturas permanentes,1989,0
40862,11D040913,Outras culturas permanentes,1999,
40863,11D040913,Outras culturas permanentes,2009,
40864,11D040913,Outras culturas permanentes,2019,
40865,11D040916,Total,1989,556
40866,11D040916,Total,1999,818
40867,11D040916,Total,2009,1329
40868,11D040916,Total,2019,1513
40869,11D040916,Frutos frescos (excepto citrinos),1989,22
40870,11D040916,Frutos frescos (excepto citrinos),1999,6
40871,11D040916,Frutos frescos (excepto citrinos),2009,15
40872,11D040916,Frutos frescos (excepto citrinos),2019,5
40873,11D040916,Citrinos,1989,5
40874,11D040916,Citrinos,1999,9
40875,11D040916,Citrinos,2009,7
40876,11D040916,Citrinos,2019,4
40877,11D040916,Frutos sub-tropicais,1989,
40878,11D040916,Frutos sub-tropicais,1999,
40879,11D040916,Frutos sub-tropicais,2009,0
40880,11D040916,Frutos sub-tropicais,2019,
40881,11D040916,Frutos de casca rija,1989,231
40882,11D040916,Frutos de casca rija,1999,189
40883,11D040916,Frutos de casca rija,2009,370
40884,11D040916,Frutos de casca rija,2019,507
40885,11D040916,Olival,1989,259
40886,11D040916,Olival,1999,461
40887,11D040916,Olival,2009,668
40888,11D040916,Olival,2019,664
40889,11D040916,Vinha,1989,39
40890,11D040916,Vinha,1999,154
40891,11D040916,Vinha,2009,269
40892,11D040916,Vinha,2019,334
40893,11D040916,Outras culturas permanentes,1989,
40894,11D040916,Outras culturas permanentes,1999,
40895,11D040916,Outras culturas permanentes,2009,
40896,11D040916,Outras culturas permanentes,2019,
40897,11D040918,Total,1989,993
40898,11D040918,Total,1999,1014
40899,11D040918,Total,2009,740
40900,11D040918,Total,2019,767
40901,11D040918,Frutos frescos (excepto citrinos),1989,9
40902,11D040918,Frutos frescos (excepto citrinos),1999,16
40903,11D040918,Frutos frescos (excepto citrinos),2009,8
40904,11D040918,Frutos frescos (excepto citrinos),2019,4
40905,11D040918,Citrinos,1989,9
40906,11D040918,Citrinos,1999,15
40907,11D040918,Citrinos,2009,5
40908,11D040918,Citrinos,2019,4
40909,11D040918,Frutos sub-tropicais,1989,
40910,11D040918,Frutos sub-tropicais,1999,0
40911,11D040918,Frutos sub-tropicais,2009,
40912,11D040918,Frutos sub-tropicais,2019,0
40913,11D040918,Frutos de casca rija,1989,393
40914,11D040918,Frutos de casca rija,1999,426
40915,11D040918,Frutos de casca rija,2009,197
40916,11D040918,Frutos de casca rija,2019,246
40917,11D040918,Olival,1989,435
40918,11D040918,Olival,1999,446
40919,11D040918,Olival,2009,379
40920,11D040918,Olival,2019,359
40921,11D040918,Vinha,1989,147
40922,11D040918,Vinha,1999,111
40923,11D040918,Vinha,2009,151
40924,11D040918,Vinha,2019,153
40925,11D040918,Outras culturas permanentes,1989,
40926,11D040918,Outras culturas permanentes,1999,
40927,11D040918,Outras culturas permanentes,2009,
40928,11D040918,Outras culturas permanentes,2019,
40929,11D040919,Total,1989,1270
40930,11D040919,Total,1999,1278
40931,11D040919,Total,2009,1374
40932,11D040919,Total,2019,824
40933,11D040919,Frutos frescos (excepto citrinos),1989,20
40934,11D040919,Frutos frescos (excepto citrinos),1999,9
40935,11D040919,Frutos frescos (excepto citrinos),2009,22
40936,11D040919,Frutos frescos (excepto citrinos),2019,7
40937,11D040919,Citrinos,1989,3
40938,11D040919,Citrinos,1999,1
40939,11D040919,Citrinos,2009,29
40940,11D040919,Citrinos,2019,1
40941,11D040919,Frutos sub-tropicais,1989,
40942,11D040919,Frutos sub-tropicais,1999,
40943,11D040919,Frutos sub-tropicais,2009,0
40944,11D040919,Frutos sub-tropicais,2019,0
40945,11D040919,Frutos de casca rija,1989,674
40946,11D040919,Frutos de casca rija,1999,553
40947,11D040919,Frutos de casca rija,2009,575
40948,11D040919,Frutos de casca rija,2019,489
40949,11D040919,Olival,1989,464
40950,11D040919,Olival,1999,646
40951,11D040919,Olival,2009,686
40952,11D040919,Olival,2019,301
40953,11D040919,Vinha,1989,108
40954,11D040919,Vinha,1999,67
40955,11D040919,Vinha,2009,61
40956,11D040919,Vinha,2019,26
40957,11D040919,Outras culturas permanentes,1989,
40958,11D040919,Outras culturas permanentes,1999,0
40959,11D040919,Outras culturas permanentes,2009,
40960,11D040919,Outras culturas permanentes,2019,
40961,11D040920,Total,1989,1123
40962,11D040920,Total,1999,1327
40963,11D040920,Total,2009,933
40964,11D040920,Total,2019,784
40965,11D040920,Frutos frescos (excepto citrinos),1989,2
40966,11D040920,Frutos frescos (excepto citrinos),1999,6
40967,11D040920,Frutos frescos (excepto citrinos),2009,6
40968,11D040920,Frutos frescos (excepto citrinos),2019,2
40969,11D040920,Citrinos,1989,1
40970,11D040920,Citrinos,1999,4
40971,11D040920,Citrinos,2009,4
40972,11D040920,Citrinos,2019,2
40973,11D040920,Frutos sub-tropicais,1989,
40974,11D040920,Frutos sub-tropicais,1999,
40975,11D040920,Frutos sub-tropicais,2009,0
40976,11D040920,Frutos sub-tropicais,2019,
40977,11D040920,Frutos de casca rija,1989,592
40978,11D040920,Frutos de casca rija,1999,704
40979,11D040920,Frutos de casca rija,2009,472
40980,11D040920,Frutos de casca rija,2019,508
40981,11D040920,Olival,1989,368
40982,11D040920,Olival,1999,488
40983,11D040920,Olival,2009,400
40984,11D040920,Olival,2019,254
40985,11D040920,Vinha,1989,160
40986,11D040920,Vinha,1999,126
40987,11D040920,Vinha,2009,51
40988,11D040920,Vinha,2019,18
40989,11D040920,Outras culturas permanentes,1989,0
40990,11D040920,Outras culturas permanentes,1999,
40991,11D040920,Outras culturas permanentes,2009,
40992,11D040920,Outras culturas permanentes,2019,
40993,11D040921,Total,1989,2082
40994,11D040921,Total,1999,1757
40995,11D040921,Total,2009,1501
40996,11D040921,Total,2019,2056
40997,11D040921,Frutos frescos (excepto citrinos),1989,1
40998,11D040921,Frutos frescos (excepto citrinos),1999,1
40999,11D040921,Frutos frescos (excepto citrinos),2009,6
41000,11D040921,Frutos frescos (excepto citrinos),2019,4
41001,11D040921,Citrinos,1989,9
41002,11D040921,Citrinos,1999,13
41003,11D040921,Citrinos,2009,7
41004,11D040921,Citrinos,2019,8
41005,11D040921,Frutos sub-tropicais,1989,
41006,11D040921,Frutos sub-tropicais,1999,
41007,11D040921,Frutos sub-tropicais,2009,
41008,11D040921,Frutos sub-tropicais,2019,
41009,11D040921,Frutos de casca rija,1989,1449
41010,11D040921,Frutos de casca rija,1999,1109
41011,11D040921,Frutos de casca rija,2009,823
41012,11D040921,Frutos de casca rija,2019,1353
41013,11D040921,Olival,1989,419
41014,11D040921,Olival,1999,493
41015,11D040921,Olival,2009,474
41016,11D040921,Olival,2019,438
41017,11D040921,Vinha,1989,205
41018,11D040921,Vinha,1999,141
41019,11D040921,Vinha,2009,190
41020,11D040921,Vinha,2019,253
41021,11D040921,Outras culturas permanentes,1989,
41022,11D040921,Outras culturas permanentes,1999,
41023,11D040921,Outras culturas permanentes,2009,0
41024,11D040921,Outras culturas permanentes,2019,
41025,11D0914,Total,1989,12595
41026,11D0914,Total,1999,12295
41027,11D0914,Total,2009,11260
41028,11D0914,Total,2019,11421
41029,11D0914,Frutos frescos (excepto citrinos),1989,32
41030,11D0914,Frutos frescos (excepto citrinos),1999,71
41031,11D0914,Frutos frescos (excepto citrinos),2009,25
41032,11D0914,Frutos frescos (excepto citrinos),2019,19
41033,11D0914,Citrinos,1989,9
41034,11D0914,Citrinos,1999,55
41035,11D0914,Citrinos,2009,23
41036,11D0914,Citrinos,2019,12
41037,11D0914,Frutos sub-tropicais,1989,
41038,11D0914,Frutos sub-tropicais,1999,0
41039,11D0914,Frutos sub-tropicais,2009,
41040,11D0914,Frutos sub-tropicais,2019,
41041,11D0914,Frutos de casca rija,1989,3940
41042,11D0914,Frutos de casca rija,1999,3763
41043,11D0914,Frutos de casca rija,2009,2247
41044,11D0914,Frutos de casca rija,2019,2162
41045,11D0914,Olival,1989,4820
41046,11D0914,Olival,1999,4190
41047,11D0914,Olival,2009,3797
41048,11D0914,Olival,2019,3705
41049,11D0914,Vinha,1989,3795
41050,11D0914,Vinha,1999,4215
41051,11D0914,Vinha,2009,5167
41052,11D0914,Vinha,2019,5522
41053,11D0914,Outras culturas permanentes,1989,
41054,11D0914,Outras culturas permanentes,1999,
41055,11D0914,Outras culturas permanentes,2009,
41056,11D0914,Outras culturas permanentes,2019,2
41057,11D091401,Total,1989,1903
41058,11D091401,Total,1999,1694
41059,11D091401,Total,2009,1347
41060,11D091401,Total,2019,1275
41061,11D091401,Frutos frescos (excepto citrinos),1989,0
41062,11D091401,Frutos frescos (excepto citrinos),1999,1
41063,11D091401,Frutos frescos (excepto citrinos),2009,1
41064,11D091401,Frutos frescos (excepto citrinos),2019,1
41065,11D091401,Citrinos,1989,1
41066,11D091401,Citrinos,1999,2
41067,11D091401,Citrinos,2009,0
41068,11D091401,Citrinos,2019,0
41069,11D091401,Frutos sub-tropicais,1989,
41070,11D091401,Frutos sub-tropicais,1999,
41071,11D091401,Frutos sub-tropicais,2009,
41072,11D091401,Frutos sub-tropicais,2019,
41073,11D091401,Frutos de casca rija,1989,217
41074,11D091401,Frutos de casca rija,1999,395
41075,11D091401,Frutos de casca rija,2009,214
41076,11D091401,Frutos de casca rija,2019,249
41077,11D091401,Olival,1989,1473
41078,11D091401,Olival,1999,1006
41079,11D091401,Olival,2009,586
41080,11D091401,Olival,2019,719
41081,11D091401,Vinha,1989,212
41082,11D091401,Vinha,1999,289
41083,11D091401,Vinha,2009,546
41084,11D091401,Vinha,2019,305
41085,11D091401,Outras culturas permanentes,1989,
41086,11D091401,Outras culturas permanentes,1999,
41087,11D091401,Outras culturas permanentes,2009,
41088,11D091401,Outras culturas permanentes,2019,0
41089,11D091402,Total,1989,1729
41090,11D091402,Total,1999,1172
41091,11D091402,Total,2009,1117
41092,11D091402,Total,2019,1152
41093,11D091402,Frutos frescos (excepto citrinos),1989,1
41094,11D091402,Frutos frescos (excepto citrinos),1999,3
41095,11D091402,Frutos frescos (excepto citrinos),2009,4
41096,11D091402,Frutos frescos (excepto citrinos),2019,2
41097,11D091402,Citrinos,1989,4
41098,11D091402,Citrinos,1999,4
41099,11D091402,Citrinos,2009,0
41100,11D091402,Citrinos,2019,1
41101,11D091402,Frutos sub-tropicais,1989,
41102,11D091402,Frutos sub-tropicais,1999,0
41103,11D091402,Frutos sub-tropicais,2009,
41104,11D091402,Frutos sub-tropicais,2019,
41105,11D091402,Frutos de casca rija,1989,949
41106,11D091402,Frutos de casca rija,1999,608
41107,11D091402,Frutos de casca rija,2009,362
41108,11D091402,Frutos de casca rija,2019,363
41109,11D091402,Olival,1989,719
41110,11D091402,Olival,1999,514
41111,11D091402,Olival,2009,479
41112,11D091402,Olival,2019,458
41113,11D091402,Vinha,1989,56
41114,11D091402,Vinha,1999,42
41115,11D091402,Vinha,2009,271
41116,11D091402,Vinha,2019,328
41117,11D091402,Outras culturas permanentes,1989,
41118,11D091402,Outras culturas permanentes,1999,
41119,11D091402,Outras culturas permanentes,2009,
41120,11D091402,Outras culturas permanentes,2019,
41121,11D091403,Total,1989,605
41122,11D091403,Total,1999,755
41123,11D091403,Total,2009,931
41124,11D091403,Total,2019,957
41125,11D091403,Frutos frescos (excepto citrinos),1989,1
41126,11D091403,Frutos frescos (excepto citrinos),1999,14
41127,11D091403,Frutos frescos (excepto citrinos),2009,3
41128,11D091403,Frutos frescos (excepto citrinos),2019,2
41129,11D091403,Citrinos,1989,
41130,11D091403,Citrinos,1999,
41131,11D091403,Citrinos,2009,
41132,11D091403,Citrinos,2019,
41133,11D091403,Frutos sub-tropicais,1989,
41134,11D091403,Frutos sub-tropicais,1999,
41135,11D091403,Frutos sub-tropicais,2009,
41136,11D091403,Frutos sub-tropicais,2019,
41137,11D091403,Frutos de casca rija,1989,128
41138,11D091403,Frutos de casca rija,1999,149
41139,11D091403,Frutos de casca rija,2009,137
41140,11D091403,Frutos de casca rija,2019,200
41141,11D091403,Olival,1989,212
41142,11D091403,Olival,1999,261
41143,11D091403,Olival,2009,297
41144,11D091403,Olival,2019,281
41145,11D091403,Vinha,1989,263
41146,11D091403,Vinha,1999,332
41147,11D091403,Vinha,2009,494
41148,11D091403,Vinha,2019,475
41149,11D091403,Outras culturas permanentes,1989,
41150,11D091403,Outras culturas permanentes,1999,
41151,11D091403,Outras culturas permanentes,2009,
41152,11D091403,Outras culturas permanentes,2019,
41153,11D091404,Total,1989,569
41154,11D091404,Total,1999,646
41155,11D091404,Total,2009,637
41156,11D091404,Total,2019,597
41157,11D091404,Frutos frescos (excepto citrinos),1989,4
41158,11D091404,Frutos frescos (excepto citrinos),1999,21
41159,11D091404,Frutos frescos (excepto citrinos),2009,1
41160,11D091404,Frutos frescos (excepto citrinos),2019,0
41161,11D091404,Citrinos,1989,0
41162,11D091404,Citrinos,1999,
41163,11D091404,Citrinos,2009,1
41164,11D091404,Citrinos,2019,
41165,11D091404,Frutos sub-tropicais,1989,
41166,11D091404,Frutos sub-tropicais,1999,
41167,11D091404,Frutos sub-tropicais,2009,
41168,11D091404,Frutos sub-tropicais,2019,
41169,11D091404,Frutos de casca rija,1989,71
41170,11D091404,Frutos de casca rija,1999,106
41171,11D091404,Frutos de casca rija,2009,64
41172,11D091404,Frutos de casca rija,2019,69
41173,11D091404,Olival,1989,196
41174,11D091404,Olival,1999,236
41175,11D091404,Olival,2009,231
41176,11D091404,Olival,2019,196
41177,11D091404,Vinha,1989,298
41178,11D091404,Vinha,1999,282
41179,11D091404,Vinha,2009,340
41180,11D091404,Vinha,2019,329
41181,11D091404,Outras culturas permanentes,1989,
41182,11D091404,Outras culturas permanentes,1999,
41183,11D091404,Outras culturas permanentes,2009,
41184,11D091404,Outras culturas permanentes,2019,2
41185,11D091405,Total,1989,773
41186,11D091405,Total,1999,497
41187,11D091405,Total,2009,366
41188,11D091405,Total,2019,287
41189,11D091405,Frutos frescos (excepto citrinos),1989,0
41190,11D091405,Frutos frescos (excepto citrinos),1999,0
41191,11D091405,Frutos frescos (excepto citrinos),2009,1
41192,11D091405,Frutos frescos (excepto citrinos),2019,0
41193,11D091405,Citrinos,1989,0
41194,11D091405,Citrinos,1999,2
41195,11D091405,Citrinos,2009,1
41196,11D091405,Citrinos,2019,1
41197,11D091405,Frutos sub-tropicais,1989,
41198,11D091405,Frutos sub-tropicais,1999,
41199,11D091405,Frutos sub-tropicais,2009,
41200,11D091405,Frutos sub-tropicais,2019,
41201,11D091405,Frutos de casca rija,1989,335
41202,11D091405,Frutos de casca rija,1999,209
41203,11D091405,Frutos de casca rija,2009,120
41204,11D091405,Frutos de casca rija,2019,85
41205,11D091405,Olival,1989,259
41206,11D091405,Olival,1999,139
41207,11D091405,Olival,2009,124
41208,11D091405,Olival,2019,78
41209,11D091405,Vinha,1989,179
41210,11D091405,Vinha,1999,147
41211,11D091405,Vinha,2009,121
41212,11D091405,Vinha,2019,123
41213,11D091405,Outras culturas permanentes,1989,
41214,11D091405,Outras culturas permanentes,1999,
41215,11D091405,Outras culturas permanentes,2009,
41216,11D091405,Outras culturas permanentes,2019,
41217,11D091418,Total,1989,1062
41218,11D091418,Total,1999,883
41219,11D091418,Total,2009,1005
41220,11D091418,Total,2019,1147
41221,11D091418,Frutos frescos (excepto citrinos),1989,1
41222,11D091418,Frutos frescos (excepto citrinos),1999,1
41223,11D091418,Frutos frescos (excepto citrinos),2009,0
41224,11D091418,Frutos frescos (excepto citrinos),2019,2
41225,11D091418,Citrinos,1989,0
41226,11D091418,Citrinos,1999,4
41227,11D091418,Citrinos,2009,1
41228,11D091418,Citrinos,2019,1
41229,11D091418,Frutos sub-tropicais,1989,
41230,11D091418,Frutos sub-tropicais,1999,
41231,11D091418,Frutos sub-tropicais,2009,
41232,11D091418,Frutos sub-tropicais,2019,
41233,11D091418,Frutos de casca rija,1989,278
41234,11D091418,Frutos de casca rija,1999,238
41235,11D091418,Frutos de casca rija,2009,216
41236,11D091418,Frutos de casca rija,2019,208
41237,11D091418,Olival,1989,289
41238,11D091418,Olival,1999,193
41239,11D091418,Olival,2009,314
41240,11D091418,Olival,2019,454
41241,11D091418,Vinha,1989,494
41242,11D091418,Vinha,1999,446
41243,11D091418,Vinha,2009,474
41244,11D091418,Vinha,2019,482
41245,11D091418,Outras culturas permanentes,1989,
41246,11D091418,Outras culturas permanentes,1999,
41247,11D091418,Outras culturas permanentes,2009,
41248,11D091418,Outras culturas permanentes,2019,
41249,11D091407,Total,1989,482
41250,11D091407,Total,1999,528
41251,11D091407,Total,2009,608
41252,11D091407,Total,2019,380
41253,11D091407,Frutos frescos (excepto citrinos),1989,2
41254,11D091407,Frutos frescos (excepto citrinos),1999,4
41255,11D091407,Frutos frescos (excepto citrinos),2009,0
41256,11D091407,Frutos frescos (excepto citrinos),2019,
41257,11D091407,Citrinos,1989,0
41258,11D091407,Citrinos,1999,
41259,11D091407,Citrinos,2009,
41260,11D091407,Citrinos,2019,
41261,11D091407,Frutos sub-tropicais,1989,
41262,11D091407,Frutos sub-tropicais,1999,
41263,11D091407,Frutos sub-tropicais,2009,
41264,11D091407,Frutos sub-tropicais,2019,
41265,11D091407,Frutos de casca rija,1989,154
41266,11D091407,Frutos de casca rija,1999,131
41267,11D091407,Frutos de casca rija,2009,118
41268,11D091407,Frutos de casca rija,2019,85
41269,11D091407,Olival,1989,79
41270,11D091407,Olival,1999,128
41271,11D091407,Olival,2009,146
41272,11D091407,Olival,2019,67
41273,11D091407,Vinha,1989,247
41274,11D091407,Vinha,1999,265
41275,11D091407,Vinha,2009,344
41276,11D091407,Vinha,2019,228
41277,11D091407,Outras culturas permanentes,1989,
41278,11D091407,Outras culturas permanentes,1999,
41279,11D091407,Outras culturas permanentes,2009,
