primary_key,codes,Perm_crop,year,area_ha
5372,111160745,Vinha,2019,12
5373,111160745,Outras culturas permanentes,1989,
5374,111160745,Outras culturas permanentes,1999,
5375,111160745,Outras culturas permanentes,2009,
5376,111160745,Outras culturas permanentes,2019,
5377,111160746,Total,1989,27
5378,111160746,Total,1999,13
5379,111160746,Total,2009,11
5380,111160746,Total,2019,8
5381,111160746,Frutos frescos (excepto citrinos),1989,
5382,111160746,Frutos frescos (excepto citrinos),1999,
5383,111160746,Frutos frescos (excepto citrinos),2009,
5384,111160746,Frutos frescos (excepto citrinos),2019,0
5385,111160746,Citrinos,1989,
5386,111160746,Citrinos,1999,
5387,111160746,Citrinos,2009,0
5388,111160746,Citrinos,2019,
5389,111160746,Frutos sub-tropicais,1989,
5390,111160746,Frutos sub-tropicais,1999,
5391,111160746,Frutos sub-tropicais,2009,
5392,111160746,Frutos sub-tropicais,2019,
5393,111160746,Frutos de casca rija,1989,
5394,111160746,Frutos de casca rija,1999,
5395,111160746,Frutos de casca rija,2009,2
5396,111160746,Frutos de casca rija,2019,2
5397,111160746,Olival,1989,15
5398,111160746,Olival,1999,0
5399,111160746,Olival,2009,1
5400,111160746,Olival,2019,1
5401,111160746,Vinha,1989,12
5402,111160746,Vinha,1999,12
5403,111160746,Vinha,2009,8
5404,111160746,Vinha,2019,5
5405,111160746,Outras culturas permanentes,1989,
5406,111160746,Outras culturas permanentes,1999,
5407,111160746,Outras culturas permanentes,2009,
5408,111160746,Outras culturas permanentes,2019,
5409,111160750,Total,1989,35
5410,111160750,Total,1999,28
5411,111160750,Total,2009,33
5412,111160750,Total,2019,29
5413,111160750,Frutos frescos (excepto citrinos),1989,0
5414,111160750,Frutos frescos (excepto citrinos),1999,0
5415,111160750,Frutos frescos (excepto citrinos),2009,1
5416,111160750,Frutos frescos (excepto citrinos),2019,1
5417,111160750,Citrinos,1989,0
5418,111160750,Citrinos,1999,0
5419,111160750,Citrinos,2009,1
5420,111160750,Citrinos,2019,2
5421,111160750,Frutos sub-tropicais,1989,
5422,111160750,Frutos sub-tropicais,1999,
5423,111160750,Frutos sub-tropicais,2009,
5424,111160750,Frutos sub-tropicais,2019,
5425,111160750,Frutos de casca rija,1989,
5426,111160750,Frutos de casca rija,1999,0
5427,111160750,Frutos de casca rija,2009,8
5428,111160750,Frutos de casca rija,2019,0
5429,111160750,Olival,1989,6
5430,111160750,Olival,1999,2
5431,111160750,Olival,2009,3
5432,111160750,Olival,2019,1
5433,111160750,Vinha,1989,29
5434,111160750,Vinha,1999,26
5435,111160750,Vinha,2009,21
5436,111160750,Vinha,2019,25
5437,111160750,Outras culturas permanentes,1989,
5438,111160750,Outras culturas permanentes,1999,
5439,111160750,Outras culturas permanentes,2009,
5440,111160750,Outras culturas permanentes,2019,
5441,1111608,Total,1989,296
5442,1111608,Total,1999,235
5443,1111608,Total,2009,298
5444,1111608,Total,2019,253
5445,1111608,Frutos frescos (excepto citrinos),1989,9
5446,1111608,Frutos frescos (excepto citrinos),1999,3
5447,1111608,Frutos frescos (excepto citrinos),2009,2
5448,1111608,Frutos frescos (excepto citrinos),2019,5
5449,1111608,Citrinos,1989,1
5450,1111608,Citrinos,1999,1
5451,1111608,Citrinos,2009,3
5452,1111608,Citrinos,2019,2
5453,1111608,Frutos sub-tropicais,1989,37
5454,1111608,Frutos sub-tropicais,1999,26
5455,1111608,Frutos sub-tropicais,2009,72
5456,1111608,Frutos sub-tropicais,2019,40
5457,1111608,Frutos de casca rija,1989,1
5458,1111608,Frutos de casca rija,1999,1
5459,1111608,Frutos de casca rija,2009,2
5460,1111608,Frutos de casca rija,2019,13
5461,1111608,Olival,1989,2
5462,1111608,Olival,1999,0
5463,1111608,Olival,2009,0
5464,1111608,Olival,2019,1
5465,1111608,Vinha,1989,246
5466,1111608,Vinha,1999,204
5467,1111608,Vinha,2009,219
5468,1111608,Vinha,2019,192
5469,1111608,Outras culturas permanentes,1989,1
5470,1111608,Outras culturas permanentes,1999,0
5471,1111608,Outras culturas permanentes,2009,
5472,1111608,Outras culturas permanentes,2019,1
5473,111160802,Total,1989,7
5474,111160802,Total,1999,8
5475,111160802,Total,2009,9
5476,111160802,Total,2019,13
5477,111160802,Frutos frescos (excepto citrinos),1989,
5478,111160802,Frutos frescos (excepto citrinos),1999,0
5479,111160802,Frutos frescos (excepto citrinos),2009,0
5480,111160802,Frutos frescos (excepto citrinos),2019,
5481,111160802,Citrinos,1989,
5482,111160802,Citrinos,1999,0
5483,111160802,Citrinos,2009,
5484,111160802,Citrinos,2019,
5485,111160802,Frutos sub-tropicais,1989,
5486,111160802,Frutos sub-tropicais,1999,
5487,111160802,Frutos sub-tropicais,2009,
5488,111160802,Frutos sub-tropicais,2019,
5489,111160802,Frutos de casca rija,1989,
5490,111160802,Frutos de casca rija,1999,
5491,111160802,Frutos de casca rija,2009,1
5492,111160802,Frutos de casca rija,2019,1
5493,111160802,Olival,1989,
5494,111160802,Olival,1999,0
5495,111160802,Olival,2009,
5496,111160802,Olival,2019,
5497,111160802,Vinha,1989,7
5498,111160802,Vinha,1999,8
5499,111160802,Vinha,2009,9
5500,111160802,Vinha,2019,12
5501,111160802,Outras culturas permanentes,1989,
5502,111160802,Outras culturas permanentes,1999,0
5503,111160802,Outras culturas permanentes,2009,
5504,111160802,Outras culturas permanentes,2019,
5505,111160803,Total,1989,31
5506,111160803,Total,1999,21
5507,111160803,Total,2009,13
5508,111160803,Total,2019,11
5509,111160803,Frutos frescos (excepto citrinos),1989,0
5510,111160803,Frutos frescos (excepto citrinos),1999,
5511,111160803,Frutos frescos (excepto citrinos),2009,0
5512,111160803,Frutos frescos (excepto citrinos),2019,0
5513,111160803,Citrinos,1989,0
5514,111160803,Citrinos,1999,
5515,111160803,Citrinos,2009,0
5516,111160803,Citrinos,2019,0
5517,111160803,Frutos sub-tropicais,1989,
5518,111160803,Frutos sub-tropicais,1999,1
5519,111160803,Frutos sub-tropicais,2009,
5520,111160803,Frutos sub-tropicais,2019,
5521,111160803,Frutos de casca rija,1989,
5522,111160803,Frutos de casca rija,1999,
5523,111160803,Frutos de casca rija,2009,
5524,111160803,Frutos de casca rija,2019,0
5525,111160803,Olival,1989,1
5526,111160803,Olival,1999,0
5527,111160803,Olival,2009,0
5528,111160803,Olival,2019,1
5529,111160803,Vinha,1989,30
5530,111160803,Vinha,1999,20
5531,111160803,Vinha,2009,12
5532,111160803,Vinha,2019,9
5533,111160803,Outras culturas permanentes,1989,
5534,111160803,Outras culturas permanentes,1999,
5535,111160803,Outras culturas permanentes,2009,
5536,111160803,Outras culturas permanentes,2019,
5537,111160805,Total,1989,36
5538,111160805,Total,1999,34
5539,111160805,Total,2009,57
5540,111160805,Total,2019,24
5541,111160805,Frutos frescos (excepto citrinos),1989,0
5542,111160805,Frutos frescos (excepto citrinos),1999,0
5543,111160805,Frutos frescos (excepto citrinos),2009,0
5544,111160805,Frutos frescos (excepto citrinos),2019,0
5545,111160805,Citrinos,1989,
5546,111160805,Citrinos,1999,0
5547,111160805,Citrinos,2009,
5548,111160805,Citrinos,2019,
5549,111160805,Frutos sub-tropicais,1989,1
5550,111160805,Frutos sub-tropicais,1999,1
5551,111160805,Frutos sub-tropicais,2009,27
5552,111160805,Frutos sub-tropicais,2019,
5553,111160805,Frutos de casca rija,1989,1
5554,111160805,Frutos de casca rija,1999,1
5555,111160805,Frutos de casca rija,2009,
5556,111160805,Frutos de casca rija,2019,0
5557,111160805,Olival,1989,
5558,111160805,Olival,1999,0
5559,111160805,Olival,2009,
5560,111160805,Olival,2019,
5561,111160805,Vinha,1989,34
5562,111160805,Vinha,1999,32
5563,111160805,Vinha,2009,29
5564,111160805,Vinha,2019,24
5565,111160805,Outras culturas permanentes,1989,
5566,111160805,Outras culturas permanentes,1999,
5567,111160805,Outras culturas permanentes,2009,
5568,111160805,Outras culturas permanentes,2019,
5569,111160806,Total,1989,17
5570,111160806,Total,1999,14
5571,111160806,Total,2009,11
5572,111160806,Total,2019,13
5573,111160806,Frutos frescos (excepto citrinos),1989,0
5574,111160806,Frutos frescos (excepto citrinos),1999,0
5575,111160806,Frutos frescos (excepto citrinos),2009,
5576,111160806,Frutos frescos (excepto citrinos),2019,0
5577,111160806,Citrinos,1989,
5578,111160806,Citrinos,1999,0
5579,111160806,Citrinos,2009,
5580,111160806,Citrinos,2019,0
5581,111160806,Frutos sub-tropicais,1989,1
5582,111160806,Frutos sub-tropicais,1999,1
5583,111160806,Frutos sub-tropicais,2009,
5584,111160806,Frutos sub-tropicais,2019,0
5585,111160806,Frutos de casca rija,1989,
5586,111160806,Frutos de casca rija,1999,0
5587,111160806,Frutos de casca rija,2009,0
5588,111160806,Frutos de casca rija,2019,1
5589,111160806,Olival,1989,0
5590,111160806,Olival,1999,0
5591,111160806,Olival,2009,
5592,111160806,Olival,2019,
5593,111160806,Vinha,1989,15
5594,111160806,Vinha,1999,12
5595,111160806,Vinha,2009,10
5596,111160806,Vinha,2019,11
5597,111160806,Outras culturas permanentes,1989,
5598,111160806,Outras culturas permanentes,1999,
5599,111160806,Outras culturas permanentes,2009,
5600,111160806,Outras culturas permanentes,2019,
5601,111160808,Total,1989,38
5602,111160808,Total,1999,27
5603,111160808,Total,2009,88
5604,111160808,Total,2019,31
5605,111160808,Frutos frescos (excepto citrinos),1989,6
5606,111160808,Frutos frescos (excepto citrinos),1999,1
5607,111160808,Frutos frescos (excepto citrinos),2009,0
5608,111160808,Frutos frescos (excepto citrinos),2019,1
5609,111160808,Citrinos,1989,1
5610,111160808,Citrinos,1999,
5611,111160808,Citrinos,2009,2
5612,111160808,Citrinos,2019,0
5613,111160808,Frutos sub-tropicais,1989,
5614,111160808,Frutos sub-tropicais,1999,
5615,111160808,Frutos sub-tropicais,2009,43
5616,111160808,Frutos sub-tropicais,2019,0
5617,111160808,Frutos de casca rija,1989,0
5618,111160808,Frutos de casca rija,1999,
5619,111160808,Frutos de casca rija,2009,
5620,111160808,Frutos de casca rija,2019,2
5621,111160808,Olival,1989,0
5622,111160808,Olival,1999,0
5623,111160808,Olival,2009,
5624,111160808,Olival,2019,
5625,111160808,Vinha,1989,32
5626,111160808,Vinha,1999,26
5627,111160808,Vinha,2009,42
5628,111160808,Vinha,2019,28
5629,111160808,Outras culturas permanentes,1989,0
5630,111160808,Outras culturas permanentes,1999,
5631,111160808,Outras culturas permanentes,2009,
5632,111160808,Outras culturas permanentes,2019,
5633,111160812,Total,1989,56
5634,111160812,Total,1999,33
5635,111160812,Total,2009,11
5636,111160812,Total,2019,41
5637,111160812,Frutos frescos (excepto citrinos),1989,1
5638,111160812,Frutos frescos (excepto citrinos),1999,0
5639,111160812,Frutos frescos (excepto citrinos),2009,0
5640,111160812,Frutos frescos (excepto citrinos),2019,0
5641,111160812,Citrinos,1989,
5642,111160812,Citrinos,1999,
5643,111160812,Citrinos,2009,0
5644,111160812,Citrinos,2019,
5645,111160812,Frutos sub-tropicais,1989,34
5646,111160812,Frutos sub-tropicais,1999,23
5647,111160812,Frutos sub-tropicais,2009,0
5648,111160812,Frutos sub-tropicais,2019,38
5649,111160812,Frutos de casca rija,1989,0
5650,111160812,Frutos de casca rija,1999,0
5651,111160812,Frutos de casca rija,2009,0
5652,111160812,Frutos de casca rija,2019,
5653,111160812,Olival,1989,0
5654,111160812,Olival,1999,
5655,111160812,Olival,2009,
5656,111160812,Olival,2019,
5657,111160812,Vinha,1989,21
5658,111160812,Vinha,1999,10
5659,111160812,Vinha,2009,11
5660,111160812,Vinha,2019,3
5661,111160812,Outras culturas permanentes,1989,
5662,111160812,Outras culturas permanentes,1999,0
5663,111160812,Outras culturas permanentes,2009,
5664,111160812,Outras culturas permanentes,2019,
5665,111160817,Total,1989,18
5666,111160817,Total,1999,10
5667,111160817,Total,2009,21
5668,111160817,Total,2019,17
5669,111160817,Frutos frescos (excepto citrinos),1989,1
5670,111160817,Frutos frescos (excepto citrinos),1999,0
5671,111160817,Frutos frescos (excepto citrinos),2009,0
5672,111160817,Frutos frescos (excepto citrinos),2019,1
5673,111160817,Citrinos,1989,0
5674,111160817,Citrinos,1999,
5675,111160817,Citrinos,2009,0
5676,111160817,Citrinos,2019,0
5677,111160817,Frutos sub-tropicais,1989,
5678,111160817,Frutos sub-tropicais,1999,
5679,111160817,Frutos sub-tropicais,2009,0
5680,111160817,Frutos sub-tropicais,2019,
5681,111160817,Frutos de casca rija,1989,
5682,111160817,Frutos de casca rija,1999,
5683,111160817,Frutos de casca rija,2009,0
5684,111160817,Frutos de casca rija,2019,0
5685,111160817,Olival,1989,0
5686,111160817,Olival,1999,
5687,111160817,Olival,2009,0
5688,111160817,Olival,2019,
5689,111160817,Vinha,1989,16
5690,111160817,Vinha,1999,10
5691,111160817,Vinha,2009,20
5692,111160817,Vinha,2019,15
5693,111160817,Outras culturas permanentes,1989,0
5694,111160817,Outras culturas permanentes,1999,
5695,111160817,Outras culturas permanentes,2009,
5696,111160817,Outras culturas permanentes,2019,
5697,111160818,Total,1989,27
5698,111160818,Total,1999,21
5699,111160818,Total,2009,21
5700,111160818,Total,2019,15
5701,111160818,Frutos frescos (excepto citrinos),1989,0
5702,111160818,Frutos frescos (excepto citrinos),1999,
5703,111160818,Frutos frescos (excepto citrinos),2009,0
5704,111160818,Frutos frescos (excepto citrinos),2019,0
5705,111160818,Citrinos,1989,
5706,111160818,Citrinos,1999,
5707,111160818,Citrinos,2009,0
5708,111160818,Citrinos,2019,0
5709,111160818,Frutos sub-tropicais,1989,
5710,111160818,Frutos sub-tropicais,1999,
5711,111160818,Frutos sub-tropicais,2009,
5712,111160818,Frutos sub-tropicais,2019,
5713,111160818,Frutos de casca rija,1989,
5714,111160818,Frutos de casca rija,1999,
5715,111160818,Frutos de casca rija,2009,0
5716,111160818,Frutos de casca rija,2019,0
5717,111160818,Olival,1989,0
5718,111160818,Olival,1999,
5719,111160818,Olival,2009,
5720,111160818,Olival,2019,
5721,111160818,Vinha,1989,27
5722,111160818,Vinha,1999,21
5723,111160818,Vinha,2009,21
5724,111160818,Vinha,2019,15
5725,111160818,Outras culturas permanentes,1989,
5726,111160818,Outras culturas permanentes,1999,
5727,111160818,Outras culturas permanentes,2009,
5728,111160818,Outras culturas permanentes,2019,
5729,111160819,Total,1989,26
5730,111160819,Total,1999,30
5731,111160819,Total,2009,41
5732,111160819,Total,2019,54
5733,111160819,Frutos frescos (excepto citrinos),1989,0
5734,111160819,Frutos frescos (excepto citrinos),1999,0
5735,111160819,Frutos frescos (excepto citrinos),2009,0
5736,111160819,Frutos frescos (excepto citrinos),2019,1
5737,111160819,Citrinos,1989,0
5738,111160819,Citrinos,1999,0
5739,111160819,Citrinos,2009,0
5740,111160819,Citrinos,2019,1
5741,111160819,Frutos sub-tropicais,1989,
5742,111160819,Frutos sub-tropicais,1999,0
5743,111160819,Frutos sub-tropicais,2009,0
5744,111160819,Frutos sub-tropicais,2019,1
5745,111160819,Frutos de casca rija,1989,0
5746,111160819,Frutos de casca rija,1999,
5747,111160819,Frutos de casca rija,2009,
5748,111160819,Frutos de casca rija,2019,2
5749,111160819,Olival,1989,0
5750,111160819,Olival,1999,0
5751,111160819,Olival,2009,
5752,111160819,Olival,2019,
5753,111160819,Vinha,1989,25
5754,111160819,Vinha,1999,29
5755,111160819,Vinha,2009,40
5756,111160819,Vinha,2019,49
5757,111160819,Outras culturas permanentes,1989,0
5758,111160819,Outras culturas permanentes,1999,
5759,111160819,Outras culturas permanentes,2009,
5760,111160819,Outras culturas permanentes,2019,1
5761,111160820,Total,1989,23
5762,111160820,Total,1999,19
5763,111160820,Total,2009,14
5764,111160820,Total,2019,22
5765,111160820,Frutos frescos (excepto citrinos),1989,0
5766,111160820,Frutos frescos (excepto citrinos),1999,0
5767,111160820,Frutos frescos (excepto citrinos),2009,1
5768,111160820,Frutos frescos (excepto citrinos),2019,2
5769,111160820,Citrinos,1989,0
5770,111160820,Citrinos,1999,0
5771,111160820,Citrinos,2009,0
5772,111160820,Citrinos,2019,0
5773,111160820,Frutos sub-tropicais,1989,
5774,111160820,Frutos sub-tropicais,1999,0
5775,111160820,Frutos sub-tropicais,2009,
5776,111160820,Frutos sub-tropicais,2019,
5777,111160820,Frutos de casca rija,1989,
5778,111160820,Frutos de casca rija,1999,
5779,111160820,Frutos de casca rija,2009,
5780,111160820,Frutos de casca rija,2019,7
5781,111160820,Olival,1989,0
5782,111160820,Olival,1999,
5783,111160820,Olival,2009,
5784,111160820,Olival,2019,
5785,111160820,Vinha,1989,23
5786,111160820,Vinha,1999,18
5787,111160820,Vinha,2009,14
5788,111160820,Vinha,2019,13
5789,111160820,Outras culturas permanentes,1989,
5790,111160820,Outras culturas permanentes,1999,
5791,111160820,Outras culturas permanentes,2009,
5792,111160820,Outras culturas permanentes,2019,
5793,111160816,Total,1989,16
5794,111160816,Total,1999,18
5795,111160816,Total,2009,14
5796,111160816,Total,2019,14
5797,111160816,Frutos frescos (excepto citrinos),1989,0
5798,111160816,Frutos frescos (excepto citrinos),1999,0
5799,111160816,Frutos frescos (excepto citrinos),2009,
5800,111160816,Frutos frescos (excepto citrinos),2019,
5801,111160816,Citrinos,1989,0
5802,111160816,Citrinos,1999,
5803,111160816,Citrinos,2009,0
5804,111160816,Citrinos,2019,
5805,111160816,Frutos sub-tropicais,1989,
5806,111160816,Frutos sub-tropicais,1999,0
5807,111160816,Frutos sub-tropicais,2009,1
5808,111160816,Frutos sub-tropicais,2019,1
5809,111160816,Frutos de casca rija,1989,
5810,111160816,Frutos de casca rija,1999,0
5811,111160816,Frutos de casca rija,2009,
5812,111160816,Frutos de casca rija,2019,
5813,111160816,Olival,1989,0
5814,111160816,Olival,1999,0
5815,111160816,Olival,2009,
5816,111160816,Olival,2019,0
5817,111160816,Vinha,1989,16
5818,111160816,Vinha,1999,17
5819,111160816,Vinha,2009,12
5820,111160816,Vinha,2019,12
5821,111160816,Outras culturas permanentes,1989,
5822,111160816,Outras culturas permanentes,1999,
5823,111160816,Outras culturas permanentes,2009,
5824,111160816,Outras culturas permanentes,2019,
5825,1111609,Total,1989,1297
5826,1111609,Total,1999,752
5827,1111609,Total,2009,497
5828,1111609,Total,2019,614
5829,1111609,Frutos frescos (excepto citrinos),1989,67
5830,1111609,Frutos frescos (excepto citrinos),1999,43
5831,1111609,Frutos frescos (excepto citrinos),2009,16
5832,1111609,Frutos frescos (excepto citrinos),2019,47
5833,1111609,Citrinos,1989,32
5834,1111609,Citrinos,1999,16
5835,1111609,Citrinos,2009,12
5836,1111609,Citrinos,2019,24
5837,1111609,Frutos sub-tropicais,1989,19
5838,1111609,Frutos sub-tropicais,1999,21
5839,1111609,Frutos sub-tropicais,2009,17
5840,1111609,Frutos sub-tropicais,2019,38
5841,1111609,Frutos de casca rija,1989,4
5842,1111609,Frutos de casca rija,1999,8
5843,1111609,Frutos de casca rija,2009,15
5844,1111609,Frutos de casca rija,2019,39
5845,1111609,Olival,1989,110
5846,1111609,Olival,1999,42
5847,1111609,Olival,2009,41
5848,1111609,Olival,2019,35
5849,1111609,Vinha,1989,1057
